        2000     0.000000
  -12.709713   -17.235217     2.834172
    0.382432     2.768651    -5.444666
   -8.700933   -15.555722    14.651003
   -1.866483    -3.787586   -16.358230
    0.861438     3.063807    12.740687
    5.687391     1.440469     5.723684
  -15.531761    -0.021873     0.761287
   20.794762    14.749808    -1.754631
    8.273617     5.765160    -1.547801
   22.707495    -5.976865    -1.312950
   -4.857800     0.737764     0.431365
   -0.229724    -9.307722     4.587136
   -2.169857    -7.496993    -0.076205
    6.910537    -5.040065   -13.391989
   -9.942276     3.049948   -14.531799
    4.035058     7.050733   -18.923745
    0.962819     7.971321    -9.348474
    5.538781    -8.801688     4.938036
   -7.579838    10.270610    -1.942322
   -0.334093     3.248105   -16.380513
   -9.903294    11.242264   -18.821683
   11.498443    -8.538099    -9.943597
    9.401718    17.416957    -0.860979
   -2.399776     7.819218   -12.346184
  -12.526046   -15.192509     0.705872
   -4.122434   -13.702370    -4.443203
   -4.664971    14.493457    11.012502
    1.610612    -9.472492     0.402815
   -5.034973   -17.820273   -13.536130
   -2.354813    -6.290060     2.545834
   10.920615    19.040316    16.050162
  -14.493975     2.768215    -4.416650
   -0.937514    -4.046056    17.083668
    4.684823    12.304245   -10.419578
   -3.191614   -11.710438    -3.940248
    8.809784     7.055855    21.543802
   17.381519   -21.268771    -5.594213
   -7.623046    -3.697051    -1.478434
    3.486557     1.693046   -13.469582
   20.785046    -8.329903   -12.805929
  -13.689810    10.333121   -10.741513
    4.196605   -18.107513     6.376417
    0.477560     1.570039   -11.341411
  -20.886540     9.418129    14.762971
   16.419299     2.339734     9.513372
   15.507813     4.964671   -10.045624
   10.746632     3.002059    -1.579540
    3.588258    13.869897   -10.950479
  -16.854735   -12.097998     1.220855
  -12.405813    20.494213    -6.663389
   -2.626568   -12.746715   -14.054897
    9.868539     8.899563     9.614260
    8.774710     5.664108     6.589569
   18.606356    -2.542440    -1.507049
    3.687278    -4.807943    -5.642232
  -11.318128    -7.742693    15.989398
  -20.067091     6.600660    14.602629
   -2.859685    -7.035064   -16.490661
   17.139230     1.184965    -7.513764
  -15.303472     2.067069   -14.523941
   -4.298886    14.728880    11.857840
    7.011501    23.404527     0.559701
  -12.988753    -6.139320    -9.564499
  -13.859537    -9.757645    -9.642017
  -19.967168    10.690698    -6.196327
  -16.091101    -1.665342    -8.065739
   -7.434536    -2.476055     6.143862
   -1.656313    -8.522992    17.792924
   16.247162    -5.580715     8.358713
   -8.406336   -13.287232    -6.813402
  -20.737046     3.069999    -7.433252
    1.705073    -1.744553     4.716264
   -5.192533    11.070187   -19.405775
   -7.582413     9.340948    -1.597984
   13.788772    -1.109833     1.923342
    7.718337    -9.635277     9.342345
   -6.414168    -8.864437    -0.757072
  -16.578446    -8.130168     5.105451
    3.875240    -1.965933   -11.560475
   -1.063934     8.719359     6.216175
   -4.454281    10.125114    19.502144
   13.697816     8.811137     0.090246
    7.247428    12.069037    11.718283
   -6.323555     1.095062    -1.604606
  -14.709843    -2.200536     5.094063
   12.359347    -2.671620    -6.373745
    2.475361    -8.361265    13.064556
    2.221407    -7.294669     9.216030
    5.204436    -5.893380    -0.452542
   -5.772587    -2.637574   -17.199590
  -14.682723    -8.381213    11.105594
  -12.821385     5.014535     1.633479
   16.506956     7.237444    -5.822865
   -4.110580    -1.556542    13.730907
   -0.270827   -10.967865    14.725979
   -9.123269    -2.308758    -3.970939
   -3.488428    -9.743140    -5.241410
    8.082007    -6.760467   -19.419170
    5.960085    15.391709    -5.641380
    2.477708     8.000041     1.581677
    0.995124     5.335953   -10.710473
  -12.093699   -12.071590    10.627370
  -15.976153    -8.339719    -0.069103
    3.544156     8.978820    -2.055515
   -3.502412     7.283216    12.695481
   -8.983949   -16.035637     1.941478
   -4.435975     1.164811     2.067027
   -1.058528    17.616655     8.634040
   -4.476904    -7.424782     4.179446
    1.547992     3.982944     4.207023
   -3.660499    19.852990     6.346445
   23.100440    -2.777638   -17.958564
    0.476117     0.494325     4.913427
   22.293780    13.975345    -6.599244
  -14.693795    -7.182072    -3.253245
   12.880912    14.217473    15.375704
  -11.744976     6.290833    13.962038
   -1.913625     8.948772     6.118404
    9.739025    18.468352    -0.266148
   -7.464952    -1.222301    -0.594302
   -2.931439     1.183237     9.692650
  -15.675170     9.024824    -0.457857
    1.998098     3.841731    -3.582927
    4.080340    -2.093103   -11.695237
   15.760309    -5.876598    -6.381636
   -3.127106     6.118086    16.216242
   -9.406609    -1.601505    16.459784
    1.966937     5.416896    -1.766434
  -11.444580    10.836789     8.535496
    0.430276    -4.965483   -18.260769
   -0.900164    -7.075619    -6.817280
   -4.125668     4.034075   -21.932571
    6.336502   -10.478701     9.045054
   10.677870     5.904616    19.206971
   -5.862052     3.269042     8.293137
   -5.855641    -7.788802     7.961269
   -1.474118    -7.148600    -1.026067
   13.278691    -8.455084   -19.000281
  -16.323507    -2.123041    11.532737
    6.192515   -17.575302     7.436507
  -10.570386   -15.426940     1.308240
    0.414552   -17.273428    -3.118762
    7.213684    -9.446416    -4.455619
    3.253891     4.845205    -3.978345
  -12.092114   -13.498267    -4.526450
  -10.059442    -4.723034    18.492798
   -2.249106    -9.848834     4.694410
    2.357815     2.317494    -0.410440
    8.685481    13.506133   -13.338392
   11.263472   -19.657906     3.461418
   -5.841639     2.113568    -2.194299
  -11.005655    -7.824760    15.310146
    4.668771    13.280759    -3.657592
   -2.003174    -8.253142     5.132072
   -4.922961     4.004622     9.747811
    4.625444     1.489249    -6.673021
  -13.821831   -11.769283     4.337463
    4.632992   -12.128271   -14.387348
    9.724750   -14.387403    -5.247581
   10.703821   -11.981046    -8.145939
    1.512062     9.060033   -18.215365
   15.104278     8.145843    -0.407395
    3.143728   -19.357489    15.405583
   14.202881    -9.619692   -17.163783
    5.934529    13.813392    -4.310920
    6.774282    11.169478    12.980557
   -7.420340     3.915083    -3.699305
   -4.544936    17.195203    -7.327179
   13.646272    21.321264    -2.944573
    1.700986   -13.616082    -3.042671
   20.417228     8.545356     0.426189
  -14.470611   -13.827017   -11.654504
  -15.813587     6.012728    -7.809541
   -1.222587    12.684063    10.581131
   -9.513194    -1.328855    -3.122117
    0.486266     3.557703     6.526945
    1.201068     2.166227    -0.853268
   -8.580557    22.096041    -0.997154
    4.691118    -3.968184   -14.110894
   12.491888    -1.687161    11.688114
   -6.427876    -7.467364     7.781272
    5.099583     4.435061    10.025087
   10.177604     5.631887    -4.993495
   -7.981514     2.438621   -16.171291
    0.217072    -9.938845    22.658437
   -0.147278     0.200816   -16.391668
   13.529075     1.175457    -8.807796
   -0.450395    12.976096    12.417108
  -20.667198    -5.587226    12.253424
   -4.372227   -20.420439    -4.729148
    4.760778    -9.440926     9.349463
    4.938100     7.272340   -16.185971
   -2.108600   -10.307100     7.011327
  -10.453138     5.047603    12.491777
   -0.114230     3.720648    -0.854312
   -8.352989    -7.730759    -3.570907
    2.727476     0.954356    -2.044804
   12.679044    -7.270150     1.220739
   10.571076     2.465664    -7.680390
    4.608751     1.515145     1.783935
   -7.757508    17.159113    17.597690
    4.935162     3.405837    -2.264527
   13.045678    -0.498028     8.628979
   21.656674     6.249056   -12.340422
  -12.531040     2.922695   -12.798453
  -16.028821     1.004566    14.031211
  -15.580481     6.639007   -13.211559
    5.737252     2.008186     2.569939
  -14.481436     1.821839    20.001458
  -12.297984    -9.942117   -14.953509
    6.896416    10.482069    -7.850162
   -2.442962    15.692421   -16.847664
   -1.233517    15.377569    -8.278291
  -18.482327    -8.784617    18.234743
    7.612096   -22.495292    11.582643
    3.832314    21.688023    -8.192493
  -18.685159     0.366709    17.872120
   -5.608887    -6.470532    14.797662
  -16.132929    10.463414    14.990096
    3.778136   -17.639949   -13.014258
  -11.710099    -5.646070     0.527244
  -20.352833    -4.709200    -2.140821
   -5.879524     0.063289     3.131443
    4.661840    14.447135    10.155517
    6.898345    11.338104    -6.630637
  -10.239783    11.850678    17.615230
  -16.878059     4.339582   -10.830455
    6.187497    -6.541106    17.755648
  -10.947970   -11.479471   -24.774825
   -3.214574     3.037842   -10.063725
    4.619333    -9.304966    12.809524
   -1.599792    14.897620     0.040819
    7.573322     4.714989   -14.617797
   -8.782967   -11.870831   -14.549080
    2.506303    -6.693290   -11.750397
    5.552145    -6.429264    13.030909
    2.226089    -4.565027   -18.918282
    7.043383    13.202858   -12.610335
   14.327365    -8.930567   -13.328558
   -7.083893     4.394267     0.089969
  -10.044399     4.933038    -6.532292
  -11.730704     4.252203    -7.261030
  -10.972215    10.257435     5.640221
    2.073909     5.363984   -21.468331
   12.905763   -20.766759    -1.593522
   -0.987386    12.814649     0.381083
   -9.428917    -5.046282    -1.429630
   10.886781   -11.365984   -14.562784
   -6.936833    -5.146228    -5.289541
    7.355721     4.226378     0.152771
    1.582387   -11.550055    -4.273883
   12.386727    -5.916302    14.753254
   19.050767    -5.504662    -2.110004
   12.413313    18.854383     1.172626
   -4.951801   -15.870837    16.162635
    8.044452     3.836240    -3.546495
   -1.901506     6.756368   -14.627311
    1.492060     7.593366    -1.942936
   12.423018   -11.955338    -4.274028
   -2.266229     0.996526    -3.510237
    0.619081    -6.676480    -5.809197
  -10.873153    13.284727    -0.132078
   16.707808    17.682831     3.954655
   18.322677     4.391719    -7.258865
    1.224098    -6.942545    -5.642211
  -10.228671    14.552594    10.712586
   -0.559666    -7.940808     5.350353
    1.260915   -12.834951    18.179869
   -4.867179    16.233541     3.171219
  -10.444673    -2.231040    12.864770
   -1.758171    -8.753448    -4.119395
   -0.512313     0.423839     6.647676
  -15.502509     8.034022    12.231797
   -9.747789    11.229476   -17.537165
    3.735894    11.153911   -10.107036
   22.654586   -13.574651     4.711955
    6.696500     2.653427    -6.139007
    2.613735    -3.417165     7.251729
   10.343429    -8.003387   -17.633443
  -20.052836    16.965122     4.603323
   -2.756354    -4.161337     6.383077
    7.886545     5.392936    -2.530790
   -2.619423    -1.190146   -12.526907
   -8.926224    16.225595    14.031584
  -16.975054    10.166639    -2.450285
    1.376608   -12.433296    18.892976
   -7.147282    -3.180062    11.200131
   14.476192    -0.578681    -5.986393
   11.797527     7.724844    16.903444
  -10.054453    -0.826476    -9.783110
   -8.557791   -18.525274    13.609277
    1.721800   -15.791549     7.928108
   -9.464785    -9.051096     7.309851
  -19.390763    -0.511487    13.168541
   -3.061719   -12.712949    -4.523369
   10.937125     6.122869     0.827475
   16.648469     1.715729    -2.154985
   14.946100    12.882540   -13.714166
    7.992546     4.306479    -5.822522
    3.619224   -17.195417    -2.036081
   18.492701    16.168005     2.364096
    9.897179    -7.408426   -22.179465
  -17.867646    -2.293569     1.190055
   13.128580    -0.427636    21.616192
    1.868060   -18.990618    -4.511000
   19.402267    -2.254507    18.957037
    9.404922     7.184851    -0.029921
    9.544600    -2.872726     5.234251
  -18.658462     9.079154    -6.641369
    6.432302     1.762247    -1.895725
   -8.035594    19.352721    -3.201777
   -7.285483   -13.832732    -0.806325
    2.675278    14.395517    11.461105
   -4.369615   -12.911725    10.514105
   -7.941138   -13.687069     1.706786
   14.299814     4.026077    -0.169716
   -6.469768     9.768462    -6.896094
    5.158752    16.262642    -2.802415
   -7.358055    -8.612678     5.545060
   17.133189     7.552210   -19.201300
   -0.681522    -0.431142    -8.499684
   18.752740    -5.632087    -4.138443
  -14.673645   -11.424877    12.802433
   -1.912244     9.925933     6.372958
  -15.398606    -0.835869   -14.885187
    2.903174    -8.732073   -21.327204
    4.415062    -4.454337    -3.048326
   -5.355843     2.803970   -10.142416
    5.854414    -1.314936    21.668382
    2.663092     5.275492    11.353256
   -5.624233   -15.699928    -7.587053
  -15.231554   -10.395137   -17.511920
   -5.635080   -11.617712   -14.440030
   -1.701504    -1.863315    11.804192
  -18.451962   -11.303842    -8.231435
    3.112205     2.250087    -4.075588
    4.031642   -11.889938    10.570615
   19.120604    -7.729423     9.228714
    5.892267   -12.694704     3.898036
   -8.224397    12.611443    -7.467407
    2.262508   -10.917035     7.565377
    3.301311    -4.369530    -6.117116
    7.631131    17.236119     1.159658
    3.138815    11.231239    -5.085957
    0.218110    -1.293979    -3.879138
   -4.236454    -8.170381    -5.129174
   -5.562265   -14.918816    13.649623
   11.037756    -7.307667    -7.328958
    0.164506    -2.948042   -14.460492
   -4.562254     6.966135    -5.028640
   -0.920599    11.113428    -7.968427
   -1.672280    10.575015     1.953898
    1.927754    16.671689    11.332309
   -2.278346   -10.899649     1.180254
    0.269006    -1.261654    16.750455
   14.972450    -8.241078     3.531452
   23.553490    10.676628     6.078149
    3.729242   -10.972728     1.891640
   21.969026     8.048145   -10.185797
    5.648743   -13.436551    16.187851
   -6.819653    15.373524     7.368017
   -7.015701   -13.072767    -1.220790
  -19.315750    -4.287360    -2.892145
   -7.872108     1.207399   -14.544639
   14.895208     9.393949     3.721602
  -16.496210    -1.486168    -0.431604
  -17.032083     0.561904     4.443861
   14.367730    -5.055401    -9.438006
   17.463723     9.067468   -10.889267
   -0.343114     8.187439     5.061821
   -2.543752    16.152772    -1.915180
    1.691748   -11.797818    -7.419409
  -19.000766     4.915817     0.900372
   16.453532     9.165068     0.752275
   -0.138505    17.781760    -0.859927
   -0.876114     5.593958     3.920915
    3.460026    18.986852     9.732854
  -11.153396     2.347213   -11.696606
  -20.094484     8.543864     2.709723
   -9.065890    11.766505    -4.440504
    5.598058    15.558743    -1.140327
  -10.293805     2.013255     8.978271
    3.360221     2.446913    -6.617694
    9.759861   -10.272331     4.385533
  -17.067800    14.510421     1.375603
  -13.435265    18.850203   -14.700748
   -3.197053    -2.334656     5.450663
   -7.857871   -10.909647     1.952801
   -5.507669     4.710519    19.172366
    2.162453     0.638282    -0.856278
   10.742142    -8.745516    -6.748497
   -5.325212   -15.761142     2.689257
  -12.487431    16.956344    -5.117191
   12.742937   -10.481469    -5.984236
  -11.218296    11.310448     0.942376
   -9.423812    10.706779   -16.542374
   -1.638307     7.882109    14.003479
   -4.595844     7.838213    11.546658
    3.152953    -8.885396    -1.868079
    0.484531   -18.407248     5.490823
   -0.398873     0.601839    -0.119515
   -2.786083    10.305655    13.379017
    7.302142    -5.666690     1.805712
    5.142642     4.063500   -15.828707
   -8.033943    13.375452    23.001666
   11.914217    -1.312366     3.374917
    1.370642    -9.757989     0.519766
    5.919060    17.429980     3.648118
   -1.219545    14.126918    -1.399999
   -5.794122   -12.676649     0.145834
    6.323315   -21.864991   -14.574516
   10.837423     4.183064     0.296624
   -1.813900    -6.197637    -9.649881
    5.021686    -2.592342   -13.621718
   -6.937217    -4.161964    -0.729359
  -13.028013    16.852472    -7.898481
   -8.313932     2.948052     6.074363
   -9.860269     1.164847    14.286780
   -2.372872    -9.473643    -6.523316
   23.548334   -17.481369    -9.065520
   -2.385069     2.494374     4.555522
   -8.079793    -6.790348    -4.822466
   12.430712     1.432919   -10.177632
   -5.309087    12.275246     8.017512
    3.811172    -0.073898    20.409444
   -1.938816    13.108157    -3.874191
    6.808958    -3.482207     7.629663
   23.228934    -1.892697    -6.401698
    2.913344     2.621184   -12.806504
   -5.549101     3.889949    12.660781
  -16.267525    -6.907099     5.069881
    0.794290    -0.991278    -5.487174
    6.951141    -4.599521    -0.306717
  -17.811486     4.352129    -9.254036
  -13.213210    16.525875    -1.836209
   11.156562    -4.201213    20.831052
    9.922084   -12.395368    21.156344
   15.401586     3.252844     3.043053
    9.412998    15.336462   -12.833482
    1.391994   -13.138380    10.394246
   -6.532188    -9.728296     0.029691
   -5.622045     5.248973     6.012346
  -13.296570    -1.430734    13.248859
    6.245039    -2.153125     2.832699
   14.791702   -18.942716    -0.512799
   -5.287913   -16.518224   -15.856602
   19.349766    -2.401953     9.275031
   -6.033266     0.256996    17.230495
   -5.019429   -11.957745     2.084579
  -10.969951    -5.118118    23.313203
  -11.920620    14.536328     2.955529
    7.857617    -7.045060     0.099001
    8.416856     2.213716     4.829779
    3.228446    -8.797648    -6.306713
  -11.754483     2.073100     3.788653
   -5.182314    -9.941380     4.850617
    3.317052    -3.845517     5.081144
   16.912182     4.631245     8.352229
    3.972441    -3.043278     4.989093
   -7.321655    -2.285589   -10.648186
    3.775102     7.292849     0.275998
    3.390817     1.039305     2.737721
   -2.608208    -3.183336   -12.633004
    1.940579     4.024648   -11.035949
   -2.022951     7.494948     7.010457
   -2.996569    -9.399463    -0.551302
    4.555002   -19.209183    19.874701
   17.240686   -12.062069    -9.443711
   -3.856947    10.760669     0.123997
   -7.078505     8.961211    12.632277
    6.645982    14.892058   -19.227886
  -15.176754     0.937249    -6.429557
    8.643091     8.083684     2.235672
  -16.022150    -2.548780    16.184460
    4.950621   -13.948862     4.283260
    1.628990    -1.909113   -15.159603
    0.942291    -4.987870     1.019804
   -5.160646   -13.068856   -11.400565
  -18.995256     7.511274    -9.670966
   -5.674959     5.475485     0.447039
    4.672330     6.166166   -11.016115
   19.872498    13.884620     5.121053
    9.658221     6.968293    16.047114
  -10.055101    -2.922849    13.171884
  -11.345106   -16.497660   -10.908768
  -15.256500    16.397792     5.979374
    3.659383    21.762009     2.701437
   -4.277070    -9.867006     1.751371
   -4.163937    -3.973748   -15.546886
   -2.562641     8.628140   -10.316277
    1.340115   -12.224674    -2.970248
   21.468502     1.933087     6.524135
    9.297052     5.651425    -8.982408
  -15.128742    -3.790067    -1.374648
    6.093499     6.065527   -10.807318
   10.552408   -10.986101    15.889026
    5.616513     0.739282     1.443431
    5.706774   -13.847384     2.788012
  -17.446129   -14.204325    -3.314676
   -7.088480    12.705832     1.272919
   -2.249820     9.056542    -7.073385
    6.115869     1.603019    11.828363
    2.317674    11.660151    12.978023
    1.414633     8.350358   -20.920748
   -1.470121   -13.540443    -8.250201
  -10.740328   -16.065226    23.780927
  -10.594029   -13.093057     1.781400
    0.725259    15.105547   -22.289228
  -12.168184    -4.704527     2.821387
    8.762236     1.276500     3.546140
    1.927955     0.602223     7.900254
    7.339500    12.832004    -1.785590
   13.025730    -3.272864    12.570305
    4.706668    -3.284352    -4.463106
    2.559485    11.142461   -21.290690
    9.113688     1.645405     2.763488
    3.659381    -3.564580     6.611400
   12.819909    -2.240975     5.377262
   13.810839    -9.836637    -6.122134
   -8.481611     9.014767     6.634956
   11.838703    14.978629     8.782318
  -13.780099     3.076031    -8.530175
   15.531699     1.927663    20.613967
   11.558353     4.671935   -11.074450
  -14.163041    -7.373990   -11.273436
    4.787744    15.216804    -5.706904
   -0.414338    19.436248   -14.373998
   14.385469    -7.767791    -7.482500
   19.121142   -14.426386    -4.110195
    5.488902     1.999707   -12.064151
    2.422171    -6.982777     9.064728
  -14.108334    12.450636     3.202676
    3.468346   -15.262794    -1.368812
   -1.780966    -5.834379     3.065278
   20.083126    14.622754     7.177484
    4.852822   -16.459392    -5.768314
    7.624956     8.297173    19.157139
    4.611428   -10.959274    -1.907066
  -17.822623    -0.574471    -9.218579
  -17.553138     8.721542     5.407148
   -7.186941     6.729785     4.946503
   17.224317     2.421337   -17.356080
    1.084532     3.065675     1.225605
    7.273114     5.612484   -10.772005
   -1.864651   -14.538691    14.913147
    7.250529     4.034922     2.241608
   -2.691650     5.995088     1.985216
  -12.883210    -7.269806    -1.150439
  -13.224644     0.421074    -0.869141
    6.995163     3.157511    -8.568393
    2.435460    17.689312   -10.086034
  -11.008663     6.606331     7.927124
   -9.211419    23.213911     3.275746
   15.945768     8.867787   -11.594316
    0.921560   -12.619660   -15.185567
  -15.958607     7.388389     6.957994
   -2.475114   -21.106182     1.440299
   15.888165    17.276957     8.125630
    3.435224     1.521907    17.552548
   11.871162    18.704409     3.511051
  -10.444265     9.025898   -13.661480
  -11.195334    -3.084804    -1.505234
   -6.040859    11.950573     3.044904
  -11.970382     3.885461     1.019287
   12.648891     4.484449     9.679080
   13.191563     9.082600   -15.309659
   -0.370941     0.055120     7.813543
   -1.011284    -8.147293    -9.848969
  -11.867149    -8.759719    19.855876
   14.611908    -3.302372     2.129865
    0.176215    17.648076    -3.966991
    6.576626    18.018052    -3.661250
   -3.307121     5.258710   -10.900769
    5.633339    18.040731     8.790790
    6.978122     5.281209     9.748616
  -14.068391    -5.873830     5.829941
   -4.808407    -2.559117     0.500514
  -12.449325    -9.368928    17.650427
   12.071238     0.692360   -12.404896
   12.220361   -19.109031     2.866298
    3.994749    -5.696132    17.283480
   -1.579405    -8.657217    -7.158563
    5.455009     5.204771     9.474241
   -9.064470     2.044311    -8.598087
   -4.496631    19.194856    -7.563715
    5.735615     7.341844    -6.894656
    3.746919     9.162790     3.574158
   -4.799554    -1.065628    -7.353972
    9.933631    -5.560880     2.071739
   14.895053     5.054763    15.159629
    6.467729    -6.810128     1.065863
    0.500789     6.328666   -20.016418
   -5.634843   -10.676289     7.084350
  -16.012956    -2.620898    12.314344
    2.100039   -15.434331    17.936815
    3.826863     1.924428   -17.534638
   10.582571    -8.910147    10.334525
    6.709250     1.797306    -8.482971
   12.335118     5.060758     2.714898
    5.108818    -2.885311     3.343697
    5.518415    -3.523969     4.849756
   -0.092170     6.772793    -1.456748
   -2.329074    -0.882277     5.068745
  -10.314808   -14.237895     5.365724
   -9.944740     6.498025     1.467740
   -2.787601     3.533245     3.955587
   -4.974192    10.724312   -17.643984
   -2.141070    -1.060529    -5.348345
   -9.662143    -7.040028     8.031319
   -8.149136    -3.731411     4.050500
   23.263138   -15.252052     9.173886
  -19.152389    -0.012044    -3.734901
   -0.803431     4.705049    -2.189444
    8.008306    -1.732497    15.264053
  -12.117248    17.975079    -6.010403
   -9.872129    -9.735562    -2.141025
  -15.839201    -5.664172    -0.477366
    7.760686    13.346916     7.866095
   11.954126    -0.917916     3.206981
   22.984483     6.755906    -4.572246
   -4.919871   -15.784285    -2.349308
   -8.877199   -10.876241    18.851480
   17.086515    -7.776112     6.957097
  -19.215002    -6.845884   -14.447368
    7.896158    22.156215    12.917610
    6.663626    -3.138585   -16.908572
   13.048182     8.865691     9.591002
  -19.406020    -1.762471    -4.123315
  -14.157746     4.943984     6.490390
  -10.201583    -2.391446    -0.905695
   -4.017870     3.115132     5.658527
   -7.385390   -19.185115    -2.714987
   -1.888458   -18.884557     1.673658
  -18.386873     0.404458     8.167160
    7.813235    -4.501705     6.229000
   10.324916   -13.474551   -15.553871
   -7.603039    -7.209733    17.927154
    0.013197    -7.724901    -2.106800
   -3.856163    18.242149   -10.940451
    7.638730     7.904411     0.372877
   15.933725    -1.078507    14.380271
    2.186727   -17.115325    -1.146306
    2.063908    -8.272336     7.534870
    2.784507    -9.754298    -4.048336
   -6.449998     2.377094     2.362791
   -9.550549    15.663975    16.697575
   -2.784511    -4.041948    14.444842
    8.146271   -15.297192   -13.166513
   -6.874903     0.261115     2.558233
    7.234768    16.446488     6.471550
   -3.924669     7.616951    13.354281
   17.994821     0.183647   -10.111009
   12.922086    -1.606692    11.365573
    3.820124    13.306495    -0.097282
    1.037054    -6.545512     7.930375
   11.945743     5.277479     1.931595
   -5.372117    14.502193    15.266706
   14.649471     2.088297     9.382468
  -16.427324    -9.370810   -10.265081
   -7.009903   -10.531164   -15.832864
   -5.569055    10.177332    -8.750781
    0.315486    -2.090438    -2.458938
    3.016084     0.282829    -3.732541
   -7.530469    10.456240    -9.031021
   -1.786846     4.859843    -1.638057
   17.930798    -7.437924     3.030549
    0.409896    21.887762    -4.147988
    1.692413     5.484028     8.035089
  -10.030839    18.607568    -0.429959
  -11.779250     5.910908     2.140350
   12.204128     8.970573   -15.853327
   12.067557     5.545613     7.444546
   -3.117935    -8.217541    10.985645
    2.487747    -4.544058     0.875437
   13.368671    -4.539358     9.403986
   -6.576651   -15.833051   -13.846659
   11.826741   -18.487494    18.801807
   -1.218962    -1.300469    -8.129519
   -7.106092     2.524998     6.334747
   -9.154666    -7.632594    -5.791127
   10.230916    -1.205049   -12.661234
   13.384778     2.192451    -1.107548
    6.512909    10.790485    -4.917740
  -10.888693    -6.569643    12.037581
  -11.305664   -20.658397    18.557014
   -6.023884    19.784255     0.035849
    3.735026     4.134226     2.777431
    5.260856   -17.151315   -12.566523
   -1.372181    11.303906     8.283356
    3.924575    11.320862     7.348266
  -13.856665     5.433920    -0.522922
    4.436608    11.664611     2.720256
   -0.301634   -13.654409    -3.492770
  -11.710181    -9.923000     0.682191
  -12.686236   -12.571701     7.264878
  -16.303194     9.922597    13.332520
   13.481874     1.595813    -4.807463
    3.609053     3.639433    -1.801964
  -10.269294    10.765208     5.731350
   -1.081526    -1.495654   -17.565277
   -7.455711     3.764128   -19.627131
   -6.870174    -7.164322   -14.622335
    0.913062    -0.025275     0.493265
   20.197335    -0.189360     5.495696
   20.435600     6.187293     0.521173
   10.281821    15.871735    10.529843
  -15.542788     5.778239    15.439886
  -16.503890    -0.948802     0.667535
   -5.785151     1.953544    20.955682
  -14.552539   -13.588306   -13.326057
   -9.105425   -18.363638     6.597215
  -10.028842    -0.476763     2.102394
  -14.982127     9.395180    -4.516127
   18.240960    14.239593     3.243680
  -13.742649     2.652025   -12.865623
   18.910160    -1.764919   -16.544610
    1.117104    21.833384    19.241732
   -2.155371     3.580204    -0.912941
    1.576247    -0.297860    11.569833
   -1.958444    18.525230    11.326745
   -1.423491   -16.620784     4.101636
    5.111542    -9.748721    -6.765253
   19.494743    -9.257922    -3.474446
    3.948430    12.161169   -15.426306
   10.137276    -8.679175    14.286040
   -4.038371    -3.606300    -6.564435
  -19.213584     2.618101     0.610732
    8.365287    -9.708555    -7.653019
    2.062110    -8.843219     7.768302
  -21.971553     7.880357   -10.532188
   -3.099980   -12.064061   -16.993656
   -0.093582     6.160186    -0.246918
   13.684302    -2.675367   -12.740323
   -7.592354    14.796801    -2.493472
   -3.967322    19.785949     3.577774
    1.363140    -9.856498    -1.708065
   16.840881     1.746474   -16.766767
  -13.617831     1.398036    -9.356379
   -3.271747    -3.087226     0.533762
   15.667297    -3.079421    22.852338
    1.328931     3.129092     6.111832
   11.963594   -17.205091     8.996100
    4.852150    19.385346   -11.864320
  -17.846434    13.504938    -6.755090
  -19.470688    14.684352    12.891732
  -11.918100     4.644293     2.443779
   17.512704    -3.758107   -21.401375
    0.303646    -0.586574    -1.476628
  -15.797059     4.913071    -5.048692
   -6.378795     4.718581    13.077998
    6.893725   -11.947360     4.055695
  -10.762316    -7.948955     1.804101
  -13.079235     5.836608     3.385253
    5.028138     8.030304     6.029996
   -1.669326    -9.320751     7.931349
   10.356127    -0.417583     6.626779
   -1.968444    -6.419297     7.160215
    3.987087    -4.783399   -12.407134
    1.798098   -14.695676     7.254220
   -1.399895     8.531557    -4.534612
    9.150594    11.204271   -17.112269
   14.165552    -8.798518     8.502672
   14.451714    -5.464211    11.623326
   -1.161561    -2.827651   -12.284147
  -20.057166     9.087107    -3.262498
  -15.823167    -6.575803    -0.861324
   -0.434334     9.340336     0.665984
    7.228610    -9.412823   -20.075006
   -2.110690     4.943620    13.659590
   -7.834921    -1.367529     0.936853
  -12.985416   -15.271668   -11.642618
   14.330267   -12.901637    13.125674
    6.478379     0.280251    21.669575
    7.858357    -9.086978   -20.730297
   -1.019416    -7.669626    -8.515350
    7.082857     3.339306   -12.504337
   -4.853309    23.171513     0.618020
    6.687681   -10.832277   -21.587507
   -3.920035     6.846154   -20.386784
   -1.134858    11.228563   -17.018224
   -1.779361     5.309515    -7.332615
  -16.962762    -3.879349    13.948979
   -3.461878    11.601416    -9.302266
   -2.024077    -3.188543    -3.124906
   -9.198838    20.635272    -3.583667
    8.600513    -6.962902   -10.159465
   -3.584623    15.131087   -16.010173
   -3.246579    -7.483061    -3.495577
   -0.964969     2.515619   -11.473792
   -0.137259    -8.936059   -12.427802
  -12.512583     0.263501    17.025870
   11.861716     1.180147    13.159517
   -5.965163   -16.749649    -8.192435
   -0.837261     2.568879    -7.906585
    6.090377    -9.049118   -14.947290
   11.317582     4.981346     0.810308
    2.875111     0.079564    -7.724758
   -1.169651     1.104332     7.670214
   15.894988    -4.030952     8.731731
    6.521132    16.887966     6.930794
