2000 1
  9.723462   2.728278  -3.638171
  3.416957   5.205960  -8.572091
 11.467905   1.093945   6.755640
 -5.452670   7.379944   4.190805
 -9.858534  -8.928962  -2.524084
-10.357817  -0.439723   8.044495
  9.576527  -3.708955  -6.789329
  0.089006  -2.784193  -3.269876
 -5.525471   2.552828 -11.291017
  3.750519  -1.813619 -10.844194
 -3.372779 -12.313428   4.083416
 -2.876478   3.069350   3.706748
  7.261587  -1.870685  -9.357963
 -2.227423  10.261345 -10.460204
  1.245707   3.092591  -4.946024
  7.324818  11.569737   4.218181
 -3.257446  10.533118  -3.037254
 -7.621516  -6.127559   4.229512
-11.450714  -2.405600  -8.286963
-12.186628  11.603830   3.438123
 -3.753648  -6.182842   6.701335
 -6.519236 -11.663621  -0.783353
 -2.559493   4.270420   0.282374
  8.502171   8.395345   9.586587
 -5.753985   0.770925   7.534750
 -1.191324  -9.455536   7.187298
  0.362552   5.527764  -3.809282
  8.235936  -1.443738  -8.406238
 -1.516626   0.409834  11.784211
  7.973463  -9.990614  -3.827368
  4.302424   1.336819   1.055396
  7.000137  -5.705564  -3.664932
 12.378768   2.515980  -9.203782
 -7.044690   6.644520  -5.698621
  2.391549 -12.023924  -0.089444
 -2.198170  -5.462661  -4.685091
-10.204849   1.008240   3.977995
  5.237209  -4.379086   5.994992
  6.579743   9.272285 -11.594253
  1.336362  -1.161971  -3.330520
  9.966648  10.059227  -0.459279
 -5.871605  -0.731348  11.650225
-12.247725  11.413545  -4.279560
 -1.171268 -10.174535  -6.393957
  3.148219   8.619473  -0.593420
  1.468600  12.429608   2.815799
 11.948716  -1.785070   7.840501
  2.099798  -6.101703   6.166278
 -0.560678  -3.131353   9.577548
-11.394568  -4.452665   8.969169
 -5.114315  -8.615464 -10.774051
  6.549180  -0.534625   2.662886
-10.382645  -4.476927  -3.202015
 -6.966438   9.671406   0.724366
 10.073971  11.759517   9.417411
 -8.062018 -10.425100 -11.036710
 -2.015296  -8.562496  -0.483447
 -7.934601   5.976742 -10.604381
 -5.928391   2.923198   2.980371
  2.409984   2.039745  -5.389848
  9.609937  -8.462683  12.148656
  6.802052  -5.775895  11.154043
 -1.641776  -3.759172 -12.159262
 -8.882446  -8.405041  -9.022232
  1.131463 -11.640593  -6.731876
  0.223475  -0.092353 -12.164360
 -3.682383   3.043488   3.829776
  3.327662   7.444477  -5.669618
 -1.810483   1.996173   2.920425
 -3.840768  -6.279537   3.191588
 -4.849739  -5.035460  -4.954668
  3.123080   3.466707  -0.874325
 -3.579094  -3.048761  10.893705
  2.205627  10.839686  10.820297
  1.786364   3.274649  -2.629494
  1.829262  11.157589   2.679894
  5.627495  -8.427778 -10.706016
-10.500093  -6.022146  -2.655567
  3.919457  -8.721750   2.980665
  3.310161  -2.264095   9.072086
 -4.324033  -6.259309   9.726270
 -5.621304 -10.095370   5.832668
 -4.515687  -8.270434 -10.683900
 -6.151117  -2.128209   0.011343
 -9.995205   5.139455   6.027479
  8.081699   0.510790 -11.947977
  6.139900   0.476658  10.464247
 -4.309417  -6.180575   5.386349
 -7.710579   5.235682  -0.097479
 -3.616388 -10.496140  -3.968280
  7.832645 -11.425281  -7.580901
  6.502645   5.484476   3.205969
  1.607168   8.776561   1.914837
  1.795784  11.249363  -8.212713
 -6.723247 -10.727978   4.449182
 -7.999950 -12.283192 -10.664627
  5.477246   8.211390   7.623225
 -9.678448   3.088370   3.153533
 -5.521459 -11.290327   9.461148
  1.766175   2.704241  -6.898673
 -7.409998   6.309112   7.071815
 -2.546864  -8.427032  -4.054104
 -2.188268   1.522864   0.795863
 -8.978969   7.810150  -1.980595
 12.345191  -0.872929  -9.218918
  2.230987  10.017065   1.255637
  8.870825   8.861222 -12.664239
-10.024286   2.280441   0.132297
  5.024049   8.424720   9.184124
-11.074976   7.327400   3.551594
 -6.216065   1.946952  10.072954
  5.510735   8.256782  -6.531908
  2.836358   0.107359   3.696198
-10.596849  -9.990213   8.215810
 -5.505820   5.293724 -10.845057
  4.627378  -6.516309  -7.682497
 -5.758470   3.089387  -5.385097
 10.878219   4.670232   1.035849
  5.889657  -5.832712   5.586846
 -1.477639  -0.314595  11.505114
 -9.682723  11.325836   9.309956
 -8.048369  11.889851   3.766308
 -1.367054  -8.204123  -6.715399
 -3.828894   3.240681   1.396350
  6.896018  -5.959155 -12.681550
  3.877612  -5.405511   8.820684
  3.824697  10.469283   8.435329
-12.367082   6.897482   9.883847
 -0.661601 -11.492072  -3.746881
 -5.259968   0.893550   4.242793
  6.450748  -5.848935 -10.990966
 -9.086927  -4.477551  -0.218293
  6.060565 -10.584172   4.385467
 -9.422206  -8.522450   3.868670
 -6.242698  -9.835408   8.214918
 11.572054   0.360824  -2.584839
 -6.210469   7.030255   7.062395
 -3.256094  -2.600337   3.452620
 -4.623882   6.164096  10.352118
  4.752984  -6.367094   1.430580
 -8.692125   4.391064  10.244960
  0.269333   4.955495  -1.551422
  7.594081 -11.880854   1.722974
 -2.552259  -0.266892 -11.336299
-11.122125  -3.564230   4.037746
  8.665063   7.513846  -2.685487
 -4.630384   2.229078   1.394462
-11.499221   8.846492   9.262181
  3.804894  -2.946101  -9.419881
 -4.278831  -9.505103   8.343323
 -2.851524 -12.208397  -7.640378
  2.492640  -9.460533   0.155679
  2.136309  -9.538762 -12.693236
 -6.527038   8.994453 -10.558345
  9.738339  10.053856  -2.404148
  8.759074  -7.624118  11.274374
  3.695212  -6.389940  -7.716449
 -2.093697   5.796107  -0.056232
  7.481910  10.221085   2.880624
-10.444780  -5.981247  -7.574085
  1.297545  10.196530  -2.535106
 10.781198  11.293526  -8.285006
  2.546116  -9.677492 -10.644161
  9.585149  10.384012  10.710564
 -2.110689  -5.275787  -9.964119
-10.436146  -1.861258  -3.886113
  4.284753   7.516893   4.813591
  0.650846   4.715985  -0.920487
 10.241096  -5.221587  -5.221475
  6.635138  -3.557833  -0.410008
  2.553751  11.127882  -6.227324
  3.046878  -5.119184  -9.763414
  7.753218  -3.983571  11.689854
 -1.535836  -0.534824   9.222332
  1.725483   3.530981   9.536527
  7.045984  -4.638053  -2.928725
  4.096046   0.293881 -12.354901
-11.289948 -11.516315  11.895737
 -9.390808   2.893916 -10.750458
  7.120405   0.777327  -3.790706
  5.540295   2.412556   7.630978
-10.792603   3.599291   5.664039
-11.967388 -12.026490  -1.888026
 -6.261762 -11.406876   3.477603
 -0.665120   0.250210  -6.651201
  5.313460  -9.833000  -1.901673
 -0.642534   0.651239   4.907309
  4.657530  -2.988662 -11.554852
 -0.531909   4.392511   3.676833
 11.369596  12.029846  -9.887054
  1.430214  -1.018480   1.660899
  7.722176   6.737184   2.117030
 -3.224779   5.341955   5.561605
 -7.892340   6.653552   6.287197
  4.133562   0.654647   9.598273
 10.675768  -9.796538  -2.031611
 10.099120   5.175307 -10.302299
 -6.347980   6.607525 -10.977783
-10.322271   2.487276   3.552181
-11.120663   4.557287  -7.085680
  6.345562   3.806766  -0.822541
 -2.779346   8.758959  12.228038
 -8.762910 -12.478522  -4.933175
  7.070136  11.820059  -3.671952
 -1.893782  12.369801  -4.717364
  7.360393  10.809719  -5.984131
-10.565503   0.445959  12.108058
  2.483977 -12.326309  10.459030
 -2.011516   9.598763  -2.105673
-10.074379   7.047979  12.140820
 -1.819867   0.328858   9.955072
 -7.186027   5.156207   5.096701
  8.395264  -9.864416  -3.523090
 -8.165739 -11.763330  -3.886346
-10.788609  -9.662532 -12.261314
  3.652746   1.994539   1.465073
  9.728370   8.818795   8.641797
 10.470111  11.752369  -6.315207
 -7.295858   9.381222   5.666107
 -9.381151   9.430414  -3.445314
  7.072647  -7.481346   6.191338
 -7.382743  -0.926070 -11.238129
  4.000706   6.365762 -12.028215
  6.301763  -4.009996   2.566784
 -9.025282   2.935750   4.110069
  9.114132   5.198449 -11.705437
 -1.879100  -4.774463  -8.849948
  7.761313 -11.056970  -1.672707
 -5.550985 -12.193004   2.970239
 -3.136951   3.865053 -12.141602
 -2.797473   1.539799  -6.868344
  6.232739  -6.293029  -1.871181
 -3.188183   3.935827   9.627209
  2.193131   8.354638  -2.528502
  0.534527  -2.720228  -6.168423
 -8.143195  -1.662845   2.150611
  3.079796   9.978091 -11.298795
  5.861013 -11.926199  -2.690332
  2.103524   8.544199   4.297913
-10.282377   1.910228   4.553590
  2.230505  -7.296763 -11.731154
 -8.347423   2.320822   6.440959
  8.609831  -1.504782  -9.300909
 -4.616263  -5.941775 -11.377403
  9.365005  -5.212568   5.890906
 12.163507   2.626988   9.609356
  5.494637  10.835156  -1.315473
  1.355048  -4.452221   8.675072
 11.870822   7.020820  -8.596285
 -9.856896   3.310208  -3.439901
  9.963310   6.068486   1.752634
 10.529408 -10.375028  -7.307548
 -2.095379   5.012206   3.921513
  1.748741   2.556990   5.849573
 -4.030603   5.593127   3.199622
 10.829617  11.539848   9.177782
  7.855998   5.882138   3.014170
  9.290788  -6.117575  -9.156921
 -5.797499   4.893941   3.208582
-11.546536  -1.266688   8.819213
 10.177285  -5.722571   6.831049
 -1.302289   6.722401  -3.303601
  0.655547   5.039640   4.093180
 -9.539241  -9.589948   4.115755
  9.537617   2.788959  -1.439784
 -7.137381   3.583215   4.882601
  2.142211   5.788316  -8.996515
  7.219364   0.663371  -1.499566
 11.772242  -6.540256   4.508040
  4.167710  -4.228553   2.102283
  0.455475   5.059045  -3.601211
  1.341765   0.868791  -7.461642
 -7.001532  11.669502   9.466251
  2.707686  -0.416287   5.589267
 10.673765   8.910326   1.129320
 -2.629453   2.545674  -3.009727
-12.492314   8.024890  11.952509
-11.783094   1.078029  -3.855535
  3.607348  -9.609336   7.065036
 -2.786552  -6.660162   6.012081
  5.678282   8.483709  -0.228923
  4.853586  10.514275   8.420584
 -6.735093   5.153484  -4.529430
 -3.528067 -12.201043   3.265274
  3.248710 -11.379349  11.733328
 -5.122715  -3.067236   0.192821
 -9.997512   0.117552  10.802480
  3.366251  -3.771909  -2.880509
  6.180395   1.786949  -8.865775
  8.758309  12.059179   6.340925
  4.873561   5.517332  -9.503548
 -2.423394   5.601099 -10.534692
 -2.211066  -8.226927 -10.252121
 12.185791   8.561715  -1.490874
  8.488763   1.080176 -10.868821
 -6.740346 -10.705719  -6.488045
  7.614510  -3.325616  10.145292
  7.099800 -12.427778  -5.790880
 10.095337   2.914632  10.109077
  2.186472   8.767911  10.660919
  7.413590   8.955834  -5.190009
 -7.439431  -2.782261  -3.356072
 -4.452678  -9.170003  -3.527715
 -2.177074  11.208031   2.843773
  2.247437  -7.060902  -7.970985
 -7.175422   8.435037   3.052635
 -0.007061  -5.814533   0.273497
  0.995592  -8.637059   3.869196
  9.663854   3.895597 -10.604686
-12.356708   3.958982   4.863576
  4.762272   7.262342  -1.885125
 -2.785675   2.016622  -4.771990
  8.118308  -1.506928  -6.140616
 -4.061812   2.288478  -8.714364
  7.157660   6.189803  -8.134403
 -4.718883  -0.053513   9.196092
-11.906144  -0.226877  -2.559102
 -9.490446  -3.215999  -2.798367
 -2.828287  -0.671033  -9.468708
 -4.828118  -1.923047  -1.798176
 -7.329553   1.557890  -2.895466
  9.379794 -10.263276   9.880112
 -8.104148   5.582762   3.342126
  2.455089 -11.621825 -10.139989
 -3.882542  -6.857437  -5.712702
 -5.950483  -3.318870  -3.694523
 -7.207674   7.884655   5.307612
-10.824330  -9.053789   3.669595
 11.154245  11.057297   4.867662
 -6.291758  -9.772588   3.255645
  9.619114  -1.137203   3.923214
 -5.992043  -5.203764  10.811586
 -5.212416   5.864760  -0.212287
 -4.038462  -9.430115   0.226137
  2.271971 -12.122230 -10.956126
  3.060621   5.981789   8.890468
 -0.902955   0.847449   2.613233
  3.555460   3.665311  -5.837148
-12.493174  -0.432691 -12.690774
  0.337783 -10.929702   6.203230
 11.520176  -2.996987   2.241882
  0.353126  -3.090462 -10.699822
 -8.324694  -1.625825  -8.856610
  7.379261   6.353938 -12.205847
  4.629770   0.139725  -8.683992
 -3.474316  10.445429   8.480919
 -1.764436  -1.145319  -6.744276
 -2.787154 -12.007944   7.215565
 10.866020  -6.177648  -5.444468
 11.290377   1.663196   1.979362
 -2.488228  -3.533958  -6.864520
 12.389262  -0.910334  -1.256022
  3.530425  -1.688948  12.033292
  0.862677  10.394044   7.820437
 -7.884571 -10.732147   2.965270
-11.700600  -1.725450  -9.454635
  1.650782   7.234999  -3.407049
  7.004468  11.177349   0.647542
-11.740760 -10.551238  -2.594084
 -5.929773   7.212964   3.842641
  3.108820  -1.189861  -0.769546
  8.059512  10.246404  -8.527555
  5.901226   1.407319  -0.544339
  6.624618  11.795282 -11.688100
  0.559478  -1.822568   3.341031
 -9.636416  11.641447   4.537352
 10.945371  -1.845289   5.780188
  4.278215  10.838440  -5.677597
  4.472006   8.745688   3.847225
 -8.238133  10.172705   6.972251
 -0.824956   6.943213  -8.453716
 -9.360544  -2.180156  -8.391607
-11.950360  11.783775   0.204406
  7.234958   6.907183  -7.010597
  1.032325  -7.311075   0.703751
 12.311921  -9.505177  -2.573784
  7.947551   1.442509  -3.044797
-10.498193   6.440253  -8.628172
 -4.308769  11.779359  -1.923796
 -5.754013   0.614894   1.261413
-12.361381 -11.548527   5.854591
  0.138860   0.509313   9.622833
 -3.006857 -10.013548   7.933862
  3.434002  -1.615526  -2.997467
 -8.905772  -4.386342   8.154327
 -7.961254  12.446373 -12.625436
 11.814327  -4.958369   4.967924
 -8.297396   8.545778  -8.554844
 -6.815700   9.438302 -10.649559
 -5.798873   7.428637   2.678518
  6.731250   9.942820   4.475990
 -1.921977   2.050304   3.482421
  2.350451  -6.307988   2.563573
  4.473007 -10.079811  -3.013725
-10.335401  12.167902  10.312333
  1.872942  -5.294950  -3.511698
  0.947122   5.846830  -6.215957
 -3.307872   2.734136  10.436997
  1.041667 -10.703026   3.632567
  2.991472  -1.836169  11.740356
  1.938100   6.443560  11.653978
  7.017855   6.947388 -10.780509
 -9.208492  -7.480349   7.515144
  7.740047  -9.677209  -7.502376
  6.118193  11.342754   6.027334
 -4.166640  -4.438667  -3.727461
 -4.449164  -1.236062  -3.968218
  4.716813 -11.396214 -11.252249
 -4.707318   5.607953  -3.642533
 -0.520712  -4.848558  -2.168097
 -1.061819   3.954737   7.014670
  8.419698  -8.910433 -12.056456
 11.479383 -12.019596  -6.825002
 -8.388149  -2.440796  -5.175798
 -8.176043 -11.249578  -0.243066
  7.579522   8.875359  -2.271862
 -2.157707  10.582086  -2.844368
 -6.862058   3.033782  12.213944
  3.826204   8.498187  -0.793941
 10.490528  -2.912667   8.899433
 11.505034  -6.680621   4.470699
 -0.240026   4.844214  -5.752254
  4.007649   5.912999   9.295251
 -4.234615  -8.891779  -4.702799
  5.026320  -3.158748   6.643576
 -3.058029   5.419379  -5.108517
 -8.068326  -0.835131  -7.137616
 -9.886080  11.845695   8.259951
  7.115329  -9.767005   9.276953
  1.377652  -5.272212  10.450085
  6.089752   2.631252  -1.602036
 -0.667530  11.802812  -7.945595
  2.051104  -9.248880   3.632036
 -7.013698 -12.272376  -6.133269
-11.967715  10.491963  -3.747834
-10.759720 -11.467754   2.105829
  3.003689   2.270995  -3.183331
  4.565742  -6.984546 -10.709819
  5.010453 -10.019550  -6.903769
  8.840656 -10.881423   6.587111
 -9.886906   1.843226  11.848095
  2.964871 -11.210255   4.069159
 -9.272572   2.091385  11.959644
-11.844640   3.967318  -8.716611
  7.125267  -1.661990   8.388151
 11.947456   9.535546  -0.762231
 -3.955514   1.570672 -11.668483
-11.275963  -9.076010   4.007873
  2.244656  -8.996780  -3.632493
 -0.805158   1.548673   6.590914
  5.442891  -3.345966   6.227590
  6.643541   5.480872  -3.317027
 -9.656825   4.181521  -5.372096
 -7.833308  -1.546481   6.281748
  8.374907  -5.384785   4.425151
  4.741442  -1.388286  -8.390644
 -4.058421  -3.916992  -4.559469
 -7.632401  -4.006662  -3.677243
 -8.364059  -9.879893  -0.542342
  4.450230 -12.133607   8.215097
 10.923579  -3.019596   1.826825
 -9.514357   2.911389  -7.316123
  0.007094  12.170929   6.449677
 12.215492   8.977140 -12.495662
 -2.927554   3.641649  -9.416747
 -2.044749  -3.390746   4.886262
 -7.153590   3.469410   5.917030
  5.759581  -7.172092  -3.993740
 -9.373450 -11.716963  -9.716403
  0.868191  -7.182810   2.723474
 -1.254156  -9.783496  -7.808265
-10.407152   0.212636  -4.228837
 -0.267719  -4.907055   1.710229
  0.991930  12.091256  -6.382735
 12.351198   5.707320  -4.982087
  7.181441  10.687253   8.434765
-10.764141   2.431281   7.388774
-10.645514  -6.952538  -1.826872
 -6.786620  11.099892   4.551613
  5.404453  12.459249  -6.957083
  7.614660   0.287054  10.828521
  5.671203  -4.546368 -11.000626
 -4.871561   3.052960   0.353833
 -1.888125  -2.539654   1.626462
 10.149992   8.298407   3.382405
  9.862182  -3.372635  -8.616598
 -3.613932  -5.538597   0.165782
 -5.783221   8.961917 -12.338748
  6.854672  -9.063729   8.379558
 -4.123887   0.008982  -1.029079
 -3.283496 -10.937834  11.535782
 -5.370289 -10.690295  -0.057576
 -9.509850   1.512022  -2.306691
  9.034430   2.572012  -1.859325
  4.930769  -8.268121   1.882883
  9.068694   1.030921  10.979793
 -2.265657   4.907488 -12.511888
  1.621539  -9.577293  -9.791661
-11.695993  -8.305625  11.258320
-11.655359  -1.715007  -1.155120
  7.608894  11.406586 -12.600490
 -8.249594   4.470873  -0.377613
  3.167886  12.436900  -1.856430
  8.547435  -8.771217   3.446654
  0.828840   3.104193  -4.593901
 12.034998  -5.222381  11.300743
 11.458658 -11.240532  -3.534536
  7.829451   6.070853 -10.753949
  9.675638  -4.713625  -2.630342
  5.437561  -9.524620  -0.126940
  2.364729   4.332375   9.702532
  2.686965   0.076262   1.174042
 -4.278481   3.818127  -1.328234
 12.237795  11.525455  -2.791279
-10.204969   2.836651   2.152925
 11.280619   0.623163   9.015127
  0.336973   5.151575 -11.448980
 -4.208638   0.804776 -12.558751
 -0.532303  12.287622  -7.394563
  3.422656   7.677371  -5.891262
 10.136908  -3.119741   0.345645
 10.306700 -10.467273  -7.722010
  2.642242   8.993047 -11.712811
 -6.205279  -5.584467   5.804568
 -8.240174   1.741206   9.963656
 11.858406  -5.285724   4.119218
  5.776264  -2.592609   4.595198
 11.807936   7.379743   0.638627
  2.276922  -8.416582   0.666946
  7.845481   4.354619   7.381930
  3.684028 -10.878584   7.555144
-11.692343  -0.225491  -9.444129
-11.022298   5.021852   4.329048
 -4.424091  -0.513085  -3.333637
  9.571197   4.654547  -6.892230
  1.480422  -2.851595   7.155475
 -4.689866  -4.455396  -7.423805
  8.069970  -7.458224  11.013467
 -2.409571   2.741082  -8.642752
-11.002540   3.690488  -7.425644
 -4.661170  -6.807626   4.441101
-11.882134 -10.382926   5.878779
 -3.561827   5.358711  -0.958463
 -0.301080   8.743622  -8.540684
  1.234417   4.494511  10.359404
 -5.424740  10.746351   7.223893
  3.856254  -1.274786  -3.980965
-11.050550  -8.966600 -12.295177
 -6.992297   3.357449   0.594624
 -7.170954 -11.616742   6.912079
  8.390569   7.096741  -2.201825
  8.693064  -8.804313   8.589698
  4.609451   7.347950   2.715582
 -4.217885  11.883783  -7.185355
 -0.536924 -11.385404  -4.272414
 -7.374729   0.177923  -1.562666
 -7.807352   4.265771   4.000597
  9.742861  -0.677561   1.988970
  8.638714   6.621614 -10.921028
 -1.143211   7.503160  -4.076467
  7.131236  -7.894473  -2.506399
 -2.198031  -5.138423   8.287136
  7.658828   0.233418   7.722195
 -0.154115   6.033956   6.970679
  5.204446   9.053912   7.794030
  1.469409   1.356110  -9.815249
  9.473671   7.341930  12.083183
  5.369962   3.201579  -0.480744
 -8.578084   1.193129   8.591971
  0.742643  -1.530787 -11.218186
 -6.537839  -6.959882   8.039393
  5.821648  11.602840  -6.311306
  2.256169 -10.651428  -4.895271
 -3.417731 -11.862642   5.501760
  7.616155   1.576313  -1.372093
  4.878129   5.564791   1.302961
  0.692990   3.120951 -11.423137
 -7.000081   7.227316  -5.242355
 -2.745855   8.495234  -8.351326
 -4.603221  -0.165320   0.150478
  7.404956  -5.925948   4.099178
 10.620111  -8.165580  -8.491321
 10.736313   7.723873   8.006399
 -1.818851 -11.107368   1.401493
 11.391438   8.011939 -11.713548
 -2.980883  -4.823999   5.147730
 -7.049376  -8.913268   7.878144
  3.402943  -7.368231   7.374311
  4.431313   2.505108 -11.037158
  4.769586  -7.881397   4.328866
 12.287450  -3.163904  -3.860521
  4.477058   8.347448  -4.262092
 11.339048   7.740529   6.044907
 -0.062065   2.471521  -3.314644
 -4.042180   2.336163  -7.544828
  9.696616   2.446123  -3.855835
  0.386868  -8.481271   1.404445
 -7.029840   7.715375   2.917100
 -1.056121   7.239025  11.172807
  6.353578  10.806507 -11.646297
 -1.408360  -7.268069   6.339395
 -2.005233 -10.455268   2.483469
-11.137986  -0.831221  -6.608230
 10.898959  -6.352142   3.273055
 -7.174889 -10.265174   0.475339
  9.874169  -3.837881  -3.669774
  0.492016   2.654893   9.725893
 -5.766949  10.688752 -10.381424
 -1.048169   1.001038   2.804715
 -8.720411  -3.241542   5.392444
 -0.592883  11.777503   5.373399
 10.253576  -3.275256  11.297861
 11.702423  -0.507194  -9.869756
 -4.359471 -11.477195  -3.643208
 -2.740089  -0.513099   8.267382
 11.190415  -6.120515  -3.190193
-10.476412  -5.437487  -7.595995
  9.008173  10.571349   2.846570
  4.186072  -9.077806  -9.894180
  5.112102  -0.309359  11.439952
 -9.655930  -4.096371  -4.708525
 -9.613836   9.097894  -3.269630
-11.036033  -1.418986  -3.834415
 -1.300250   5.860122  11.150747
 -2.571150 -12.298175  -8.670967
  1.276122 -10.007737   2.882878
-11.520503  -7.366052   7.067860
  9.813515   6.738035  -1.280890
 -0.299310  -8.583130  -7.108149
 -2.569876   2.223957   8.844822
  3.721087  -6.616501  -3.355890
-11.447423   8.892515  -0.704893
  6.357530   9.894141  -9.953213
 10.632165  -0.480127   6.443421
 -7.387343  -7.141775   4.988074
  4.578358  -3.033316   4.288500
 -3.544513  -1.901438   3.203894
  5.421232  -0.326856   5.236221
 -0.177636   9.361731  10.510829
 -1.065021  -7.542328   4.596572
  3.485551  -7.601432  -6.897219
 -3.685623   4.052105  -8.305597
  0.234580  11.210958   2.169129
  7.426809   3.309495  10.877129
  8.284031   9.923567   2.107911
 11.941476 -10.488622   4.754703
 11.545414  10.604445 -11.940602
  5.492464  -3.278862  11.611185
  4.949363  10.902999   5.544435
-12.585912   4.053613  11.577085
  5.485651  -4.738593   0.142408
 -9.459919  -6.279507  -6.490763
 -2.749774  -5.185331  -9.937819
 -1.986375   6.657492   2.398009
  7.412096   8.347522   6.190642
 -6.860876 -11.517201  -0.578911
  4.747951  -0.291960   0.303039
 -8.304146   9.899863  -8.051937
  6.093838  -1.463844   1.886409
  7.800986  10.181562   5.023642
 10.628033  12.114598   2.150899
 -5.458569   7.881928  -4.381699
 -5.877370  10.579528   5.995970
 10.851648   8.635723  -4.475557
  4.463287   8.155273   0.320966
 -3.865945   1.485559   2.958215
 -8.457433 -11.899358   1.166397
  6.841549   1.433940  -1.091722
 -7.567941 -11.306921  -4.750929
  3.088751 -11.604073   7.617477
 10.314168   1.290901   0.158301
 -9.366402   8.703058  -2.865783
 -4.553976  -4.858684  -4.552817
  4.840826  -8.386339  -3.123804
 12.405248   3.937261   7.552792
 -4.380921   4.417133  -4.101369
-10.276613  -9.923993   4.358021
 -0.176312 -12.355007  11.585632
 -9.325614  11.877125  -4.784601
 -6.877404  10.234666  -0.035389
  2.556038  -6.975993  -4.144204
 10.824289   4.146816  -2.400264
 -6.921145   0.801442  10.153426
 -8.932505   6.774360 -12.081272
 -2.622572   9.290081   8.305936
 -0.756714  -3.630189   7.572920
-11.823151 -11.781300  -6.067209
 -6.122044 -11.043075  10.797747
 -6.298456   5.234570   2.389832
  9.311314  -7.774827  -3.267143
 10.701903   8.415563 -10.252004
 -2.019914   5.885968   0.288520
  6.962704   9.857666  -8.269657
 -9.670171   1.976572  -7.488624
 -6.404644  -7.651512 -11.457515
 -7.026308  -8.489755   4.837165
  8.350755   4.005690  -3.294344
 11.707970  10.184283   9.806353
 -0.211515  12.240067   5.331737
 -6.642791  -1.176188   4.358247
 -4.228570 -10.659022  -0.274445
 -9.927187   2.383360  11.477055
 -3.324880  -3.046223  -9.760130
-11.613983 -10.939640   1.727027
  1.791198   7.585927   4.507684
-12.366917   2.409360 -11.072837
 11.084820   3.377263  11.012750
 -7.707499   0.654745 -10.594623
  8.673708   6.679568  -4.299861
 -2.062276  10.117304  11.781772
 -0.199001   8.337044   1.292379
 -1.586313 -12.224980   6.897133
  2.291368   6.645187  10.514475
  8.428259 -10.053814   9.904916
  0.081562  -9.318581  -4.763683
 10.474274   1.488588   2.862655
 11.957693  10.336357  -3.296168
  0.974420   2.063534   8.924988
  4.646449   6.552330  -6.928465
 -7.097254  -3.100069  -1.586568
  3.989427  -3.684615 -12.604229
 -4.675440  -0.747349  -1.438858
 -7.702268  11.078684  -8.442446
  4.580914  -0.743615  -5.732935
  9.446428  -5.480354  -7.336388
  7.368498   6.457057 -10.452634
 -5.613334  12.471681   8.509208
 -3.829242   9.916399   7.803484
 -4.764660  -2.947318   2.686535
 11.949265   5.554936  -8.600470
-10.593581   0.550216  -0.707229
-12.466917   6.406774   9.159552
 12.402020  -1.926963  11.993031
 -1.792229  -7.691628   1.000772
  9.211847 -10.631829  11.914891
  8.967868   8.273884  -1.703884
 -6.664452   4.381172  -0.401931
 -9.892759  12.238035   9.717731
 -3.074710  12.180803  -3.221421
  6.241133  -2.337828 -10.636832
 -2.620964 -10.109424  -9.698188
 -9.221369  -6.770619   6.400848
  0.250361   6.055205   8.038240
  6.752775 -10.845130   8.105565
 -2.687726  -5.347395  -7.763339
-11.369185   1.997138   3.356903
  8.333618   1.828484   6.827566
 -8.086026   0.711809   0.565199
 11.287567  -2.874163  -5.040801
  4.050276  -8.406527   9.764235
 -2.511203   5.589831  -8.919884
 -2.620292  -5.058066   1.748540
 -6.918695  10.605237  -7.618422
  2.237894   4.044471  -6.529589
  9.311282  -7.516798   1.828302
  3.495997   2.922191   4.321038
 -4.135351   8.118889  -3.199357
 -9.156206  11.071007  -9.370298
-10.080687  -6.188633  10.476096
 -7.405384   2.700236  -4.604526
  8.303807  -8.508310 -12.199301
  5.396060   2.076460   3.628130
 -3.219891   8.603821  11.461893
-11.494391  -8.956536  -4.026666
  6.589129  -2.390643  10.252751
  1.428149  -6.296919  10.856605
  2.314969 -11.667475  -9.358496
  3.918904 -11.870616  -9.957950
 -0.545733  -1.928864  -7.422707
 -5.993239  12.231303  -0.231390
  9.024682  -2.178125 -11.302570
  5.673525   3.340374  -8.799754
  1.120780  12.325325  -5.283211
  0.233919   7.819985  -2.939395
 -8.308663   3.554713   5.570631
 -8.911596   7.368550  -8.330638
 -7.479277   2.050557   7.930244
 -5.463029  11.601722 -11.448221
 -3.092477   2.655548 -10.031885
 -5.773802   5.520234  -6.398393
-11.929149  -1.178261   1.189893
  9.947411   3.682749  -8.636732
  1.158571  -9.640709  -4.385202
-11.937713  -9.736219   7.158450
  6.437386   7.528827   9.804327
 -7.986344 -11.275074  -5.727130
  0.081089   4.216699  -2.884125
  8.383927   2.527832  -5.756810
  1.667142  -7.122714  -7.242352
 -4.023629  -3.877286 -11.550138
  2.808119   7.610452  -1.597236
  8.639348 -10.861962   2.110071
 -1.234539  10.858173  10.040707
 -0.309868  -6.892350  11.446385
  4.697564   5.522869  -1.730338
  5.277279  -7.272204  -4.896728
  8.036448   2.291975 -10.906873
 -0.169945   0.240950   1.579229
 -7.084366   9.694895   1.170366
  0.089880  -4.279758  -2.354749
  3.091070   2.448156   1.839171
  9.644608  -4.764316  -0.212424
 -5.741354  -8.293809   2.660438
 -1.781392  -7.365577   0.111564
